;mun;year;exp_value;imp_value;exp_share;homicid;latroc;estupro;idh;idh_rank;educ_pgraduate;life_exp;furtos;gdp;gdp_per;area;roubos;dem_dens;value_add;ind_value_ad;eletric;mun_revenue;iptu;iss;icms;ipva;icms.1;veic;veic_per;jobs;jobs_mrev;pop;pop_cresc;pop_urb;pop_rur;olding;urbing;migration;pri_year;pri_mun;pri_reais;pri_dolar;mun2;pub_year;pub_mun;pub_value;checkpub;checkpri
5713;Itapevi;2015;130207052;928449346;0,251854;31;1;69;;;;,,,;1491;;;82,66;1258;2647,63;;;;;;;0,63479085;;;87178;2,51;38131;3131,74;218853;;218853;;32,14;100;;2015;Itapevi;80;21,19;ITAPEVI;;;;1;1
5714;Itapevi;2016;;;;;;;;;;,,,;;;;82,66;;2691,76;;;;;;;;;;89961;2,47;;;222501;;222501;;33,93;100;;;;;;ITAPEVI;;;;1;1
5715;Itapevi;2017;;;;;;;;;;,,,;;;;82,66;;2736,64;;;;;;;;;;;;;;226211;1,74;226211;;35,82;100;;;;;;ITAPEVI;;;;1;1
5716;Itapevi;2018;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ITAPEVI;;;;1;1
5717;Itapevi;2019;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ITAPEVI;;;;1;1
5718;Itapevi;2020;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ITAPEVI;;;;1;1
5719;Itapevi;2021;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ITAPEVI;;;;1;1
5720;Itapira;2000;;;;;;;0,687;121;6,34;,,,;;;;517,5;;122,34;;;;176397441;27795985;7074239;0,15890083;11331702;174707279;;;13626;634,28;63309;;57980;5329;48,14;91,58;204;;;;;ITAPIRA;;;;1;0
5721;Itapira;2001;;;;15;;4;;;;,,,;1264;;;517,5;178;123,53;;;134188;175484355;25405204;7202375;0,16981118;11841490;153954887;;;14207;679,07;63928;;58779;5149;50,48;91,95;,,,;;;;;ITAPIRA;;;;1;0
5722;Itapira;2002;;;;11;2;5;;;;,,,;1271;842168,26;13061,53;517,5;187;124,59;725573,44;297281,85;133608;182100007;26382881;6894552;0,17356239;12184313;145362959;22962;2,81;15658;720,94;64477;;59289;5188;52,95;91,95;,,,;;;;;ITAPIRA;;;;1;0
5723;Itapira;2003;8420993;;0,031262;14;;3;;;;,,,;1230;991091,9;15241,24;517,5;249;125,66;874230,25;388120,41;139165;;;;0,17079104;10724057;177112864;24404;2,66;16437;850,06;65027;;59804;5223;55,5;91,97;,,,;;;;;ITAPIRA;;;;1;0
5724;Itapira;2004;11835137;35194935;0,034377;6;;3;;;;,,,;1273;1068567,07;16296,34;517,5;193;126,71;948784,17;420177,88;153945;186211861;20038063;6959305;0,1626807;11548712;146253073;26151;2,51;18050;904,35;65571;;60323;5248;58,22;92;,,,;;;;;ITAPIRA;;;;1;0
5725;Itapira;2005;15969017;33011077;0,038574;16;;2;;;;,,,;1222;1216025,96;18397,88;517,5;164;127,72;1085652,77;489530,13;165495;144512518;17655372;7954853;0,18847093;13506093;148266871;28049;2,36;19179;983,13;66096;;60847;5249;61,04;92,06;,,,;;;;;ITAPIRA;;;;1;0
5726;Itapira;2006;21715365;42539665;0,043147;4;;4;;;;,,,;1082;1334134,08;20019,72;517,5;212;128,77;1192927;531390,76;170752;166151306;18590304;7171245;0,20289551;15850539;159476258;29997;2,22;19865;1108,39;66641;;61375;5266;63,98;92,1;,,,;;;;;ITAPIRA;;;;1;0
5727;Itapira;2007;23279681;59760158;0,041414;4;;2;;;;,,,;1161;1457113,22;21703,58;517,5;161;129,73;1297282,27;573627;174913;200447369;18246628;7441772;0,20262811;17816899;134498947;32162;2,09;20163;1171,8;67137;;61908;5229;67,08;92,21;,,,;;;;;ITAPIRA;;;;1;0
5728;Itapira;2008;23100771;63556392;0,035502;1;;;;;;,,,;1193;1635370,82;24198,68;517,5;161;130,59;1415721,09;631703,47;182917;197831794;16402920;7774193;0,20996964;17957827;135881104;34577;1,95;20741;1260,25;67581;;62445;5136;70,32;92,4;,,,;;;;;ITAPIRA;;;;1;0
5729;Itapira;2009;17254192;63828262;0,037053;4;;3;;;;,,,;1080;1719068,72;25269,65;517,5;318;131,46;1516537,76;632010,21;187518;207012943;16256207;9601630;0,20262415;19827304;141578954;36901;1,84;20609;1361,04;68029;;62987;5042;73,76;92,59;,,,;;;;;ITAPIRA;;;;1;0
5730;Itapira;2010;25100930;66639402;0,044176;4;;17;0,762;151;11,84;,,,;1069;1924254,3;28094,58;518,39;245;132,12;1658937,37;732228,48;204593;213946714;16898301;9354568;0,19526145;;;39644;1,73;22070;1491,43;68492;;63534;4958;77,3;92,76;268;;;;;ITAPIRA;;;;1;0
5731;Itapira;2011;26605633;91640308;0,040813;2;;12;;;;,,,;830;2177231,74;31619,61;518,39;199;132,83;1883536,05;819718,88;213148;228485986;15637898;12608749;0,19694597;;;42412;1,62;23210;1633,35;68857;;63946;4911;81,23;92,87;;;;;;ITAPIRA;;;;1;0
5732;Itapira;2012;24523081;108630055;0,037618;3;;31;;;;,,,;572;2401818,52;34695,32;518,39;242;133,54;2081486,43;877048,41;218649;;;;0,19460984;;;45110;1,53;22859;1795,04;69226;;64361;4865;85,33;92,97;;;;;;ITAPIRA;;;;1;0
5733;Itapira;2013;33578116;121800898;0,053338;4;1;13;;;;,,,;739;2678366,29;38484,49;518,39;272;134,25;2324621,23;951550;226846;;;;0,19517141;;;47473;1,47;22848;1991,82;69596;;64777;4819;89,61;93,08;;;;;;ITAPIRA;2013;ITAPIRA;17423149,58;1;0
5734;Itapira;2014;32036363;119450315;0,055421;5;;11;;;;,,,;781;2989267,19;42723,96;518,39;229;134,97;2606649,51;1083930,85;234273;;;;0,20739841;;;49681;1,41;23145;2135,47;69967;;65193;4774;94,04;93,18;;;;;;ITAPIRA;;;;1;0
5735;Itapira;2015;23856521;100164647;0,046145;4;;20;;;;,,,;623;;;518,42;242;135,68;;;;;;;0,21976971;;;51375;1,37;22980;2359,29;70341;;65611;4730;98,63;93,28;;;;;;ITAPIRA;;;;1;0
5736;Itapira;2016;;;;;;;;;;,,,;;;;518,42;;136,13;;;;;;;;;;53005;1,33;;;70571;;65894;4677;102,47;93,37;;;;;;ITAPIRA;;;;1;0
5737;Itapira;2017;;;;;;;;;;,,,;;;;518,42;;136,57;;;;;;;;;;;;;;70802;0,47;66177;4625;106,43;93,47;;;;;;ITAPIRA;;;;1;0
5738;Itapira;2018;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ITAPIRA;;;;1;0
5739;Itapira;2019;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ITAPIRA;;;;1;0
5740;Itapira;2020;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ITAPIRA;;;;1;0
5741;Itapira;2021;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ITAPIRA;;;;1;0
5742;Itapirapuã Paulista;2000;;;;;;;0,504;640;1,41;,,,;;;;406,31;;8,8;;;;10967234;;16657;0,00859249;80836;214000;;;159;420,48;3574;;1651;1923;27,02;46,19;35;;;;;ITAPIRAPUÃ PAULISTA;;;;1;0
5743;Itapirapuã Paulista;2001;;;;1;;;;;;,,,;17;;;406,31;1;8,92;;;1095;10837279;18620;32998;0,00862177;92607;99079;;;169;466,47;3625;;1670;1955;27,8;46,07;,,,;;;;;ITAPIRAPUÃ PAULISTA;;;;1;0
5744;Itapirapuã Paulista;2002;;;;;;2;;;;,,,;15;11481,33;3133,55;406,31;;9,02;11249,8;412,68;1224;11079863;17363;97607;0,00847576;94061;31728;201;18,23;190;452,6;3664;;1693;1971;29,05;46,21;,,,;;;;;ITAPIRAPUÃ PAULISTA;;;;1;0
5745;Itapirapuã Paulista;2003;;;;;;2;;;;,,,;12;12306,76;3336,07;406,31;1;9,08;12026,92;574,84;1207;8520322;20992;92150;0,00842409;78674;38243;214;17,24;175;565,89;3689;;1717;1972;30,02;46,54;,,,;;;;;ITAPIRAPUÃ PAULISTA;;;;1;0
5746;Itapirapuã Paulista;2004;;;;;;2;;;;,,,;13;14626,38;3923,38;406,31;4;9,18;14332,53;605,55;1444;;;;0,00854359;102245;282106;247;15,09;222;539,12;3728;;1741;1987;30,91;46,7;,,,;;;;;ITAPIRAPUÃ PAULISTA;;;;1;0
5747;Itapirapuã Paulista;2005;;;;1;;1;;;;,,,;11;14272,18;3778,71;406,31;;9,3;14056,25;680,65;1487;10486183;42281;181944;0,00859453;102877;308275;301;12,55;274;585,44;3777;;1765;2012;31,87;46,73;,,,;;;;;ITAPIRAPUÃ PAULISTA;;;;1;0
5748;Itapirapuã Paulista;2006;;;;1;;;;;;,,,;11;16809,58;4409,65;406,31;;9,38;16431,21;640,34;1591;11714205;30108;181465;0,00850158;107453;173515;342;11,15;247;723,79;3812;;1790;2022;33,01;46,96;,,,;;;;;ITAPIRAPUÃ PAULISTA;;;;1;0
5749;Itapirapuã Paulista;2007;;;;;;;;;;,,,;7;21233,77;5526,75;406,31;1;9,46;20729,46;668,56;1695;12610876;38547;285656;0,00963227;135831;267909;401;9,58;283;736,42;3842;;1815;2027;34,18;47,24;,,,;;;;;ITAPIRAPUÃ PAULISTA;;;;1;0
5750;Itapirapuã Paulista;2008;;;;;;;;;;,,,;8;19392,76;5014,94;406,31;;9,52;18936,73;630,89;1868;15430433;36073;173346;0,00999522;133885;36905;468;8,26;277;830,49;3867;;1840;2027;35,35;47,58;,,,;;;;;ITAPIRAPUÃ PAULISTA;;;;1;0
5751;Itapirapuã Paulista;2009;;;;;;1;;;;,,,;11;20377,01;5255,87;406,31;1;9,54;20025,88;714,41;1974;13097068;20536;129670;0,01017219;174736;42661;535;7,25;335;856,05;3877;;1866;2011;36,55;48,13;,,,;;;;;ITAPIRAPUÃ PAULISTA;;;;1;0
5752;Itapirapuã Paulista;2010;;;;;;5;0,661;638;4,05;,,,;9;19686,19;5077,69;406,48;1;9,54;19267,38;1041,37;1985;14425487;44516;93329;0,00924583;;;591;6,56;385;973,59;3877;;1891;1986;37,46;48,77;25;;;;;ITAPIRAPUÃ PAULISTA;;;;1;0
5753;Itapirapuã Paulista;2011;;;;1;;1;;;;,,,;10;21808,98;5587,75;406,48;;9,6;21288,35;970,38;2185;14006972;49933;175966;0,00913358;;;683;5,71;470;1026,13;3903;;1913;1990;38,77;49,01;;;;;;ITAPIRAPUÃ PAULISTA;;;;1;0
5754;Itapirapuã Paulista;2012;;;;1;;1;;;;,,,;6;25048,44;6376,89;406,48;1;9,66;24513,48;1236,75;2263;;;;0,00890381;;;766;5,13;463;1145,1;3928;;1936;1992;40,39;49,29;;;;;;ITAPIRAPUÃ PAULISTA;;;;1;0
5755;Itapirapuã Paulista;2013;;;;;;3;;;;,,,;9;27507,59;6956,9;406,48;;9,73;26929,78;1356,65;2302;;;;0,00908903;;;860;4,6;521;1266,38;3954;;1959;1995;42,32;49,54;;;;;;ITAPIRAPUÃ PAULISTA;2013;ITAPIRAPUÃ PAULISTA;917044,27;1;0
5756;Itapirapuã Paulista;2014;;;;;;2;;;;,,,;8;30183,4;7583,77;406,48;;9,79;29487,91;1373,92;2608;;;;0,0090728;;;994;4;576;1332,66;3980;;1982;1998;44,32;49,8;;;;;;ITAPIRAPUÃ PAULISTA;;;;1;0
5757;Itapirapuã Paulista;2015;;;;;1;2;;;;,,,;7;;;406,48;1;9,86;;;;;;;0,00925056;;;1105;3,63;546;1314,74;4006;;2005;2001;46,81;50,05;;;;;;ITAPIRAPUÃ PAULISTA;;;;1;0
5758;Itapirapuã Paulista;2016;;;;;;;;;;,,,;;;;406,48;;9,94;;;;;;;;;;1178;3,43;;;4040;;2033;2007;48,68;50,32;;;;;;ITAPIRAPUÃ PAULISTA;;;;1;0
5759;Itapirapuã Paulista;2017;;;;;;;;;;,,,;;;;406,48;;10,03;;;;;;;;;;;;;;4075;0,71;2061;2014;50,4;50,58;;;;;;ITAPIRAPUÃ PAULISTA;;;;1;0
5760;Itapirapuã Paulista;2018;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ITAPIRAPUÃ PAULISTA;;;;1;0
5761;Itapirapuã Paulista;2019;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ITAPIRAPUÃ PAULISTA;;;;1;0
5762;Itapirapuã Paulista;2020;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ITAPIRAPUÃ PAULISTA;;;;1;0
5763;Itapirapuã Paulista;2021;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ITAPIRAPUÃ PAULISTA;;;;1;0
5764;Itápolis;2000;;;;;;;0,655;264;5,76;,,,;;;;997,13;;37,81;;;;61606454;2121343;601180;0,10082235;6154344;10823486;;;6810;367,75;37703;;32100;5603;49,85;85,14;180;;;;;ITÁPOLIS;;;;1;0
5765;Itápolis;2001;;;;2;;5;;;;,,,;354;;;997,13;8;38,11;;;54666;60577859;2018159;1023965;0,09443433;6431222;7471927;;;5666;443,5;37997;;32470;5527;52,1;85,45;,,,;;;;;ITÁPOLIS;;;;1;0
5766;Itápolis;2002;;;;2;;1;;;;,,,;491;369393,71;9655,58;997,13;18;38,37;345317,9;39139,43;62853;;;;0,07838131;6462803;6640401;13862;2,76;7257;462,63;38257;;32875;5382;54,48;85,93;,,,;;;;;ITÁPOLIS;;;;1;0
5767;Itápolis;2003;3688672;;0,013694;2;;3;;;;,,,;473;404230,61;10495,13;997,13;18;38,63;380236,71;43154,69;54389;;;;0,08580227;5884539;7287548;14688;2,62;8092;511,89;38516;;33285;5231;56,96;86,42;,,,;;;;;ITÁPOLIS;;;;1;0
5768;Itápolis;2004;3744822;1168232;0,010878;5;1;6;;;;,,,;443;377786,47;9740,03;997,13;19;38,9;353104,51;47717,05;62754;;;;0,0979341;6176267;6512338;15392;2,52;8816;564,56;38787;;33701;5086;59,54;86,89;,,,;;;;;ITÁPOLIS;;;;1;0
5769;Itápolis;2005;4388135;173770;0,0106;3;;2;;;;,,,;504;430419,11;11024,23;997,13;20;39,16;403932;56948,58;57791;56078113;2389285;1883543;0,10009025;6568192;10306166;16065;2,43;7953;608,5;39043;;34122;4921;62,24;87,4;,,,;;;;;ITÁPOLIS;;;;1;0
5770;Itápolis;2006;5360989;216992;0,010652;3;;4;;;;,,,;593;484596,11;12338,85;997,13;24;39,39;453042,52;66273,66;69315;63182857;2646662;2237977;0,09558165;7600273;9582423;16827;2,33;7776;743,82;39274;;34548;4726;65,1;87,97;,,,;;;;;ITÁPOLIS;;;;1;0
5771;Itápolis;2007;6477905;608411;0,011524;3;1;2;;;;,,,;516;554261,36;14035,49;997,13;23;39,6;514111,71;90988;76362;64015972;2356410;2375319;0,09465258;8494945;9680745;18058;2,19;8582;794,59;39490;;34979;4511;68,11;88,58;,,,;;;;;ITÁPOLIS;;;;1;0
5772;Itápolis;2008;6918825;4681299;0,010633;1;;1;;;;,,,;453;586435,9;14776,9;997,13;28;39,8;542211,12;95216,09;79505;69506976;2351069;2356557;0,09410775;8815156;13615205;19237;2,06;8831;928,11;39686;;35416;4270;71,24;89,24;,,,;;;;;ITÁPOLIS;;;;1;0
5773;Itápolis;2009;12325864;5872061;0,026469;5;;8;;;;,,,;478;695971,73;17470,92;997,13;25;39,95;646791,16;129372,11;82086;75925970;3185339;2817766;0,09225505;10010385;19002040;20674;1,93;9301;1116,91;39836;;35858;3978;74,55;90,01;,,,;;;;;ITÁPOLIS;;;;1;0
5774;Itápolis;2010;47835412;14550588;0,084187;3;;2;0,744;274;10,15;,,,;548;850559,84;21247,53;996,85;30;40,16;771433,88;215187,46;86641;86707725;3223982;3826866;0,09247563;;;22037;1,82;8474;1162,87;40031;;36307;3724;78,01;90,7;39;;;;;ITÁPOLIS;;;;1;0
5775;Itápolis;2011;10476836;13932260;0,016072;1;;5;;;;,,,;537;1043623,74;25966,6;996,85;35;40,32;942378,07;324498,56;94293;88721228;3760697;4637655;0,09321615;;;23785;1,69;10252;1267,09;40191;;36613;3578;81,21;91,1;;;;;;ITÁPOLIS;;;;1;0
5776;Itápolis;2012;18599733;6053845;0,028532;5;;6;;;;,,,;559;1174685,54;29110,96;996,85;61;40,48;1063022,63;394203,53;95454;;;;0,09967197;;;25591;1,58;9470;1435,53;40352;;36912;3440;84,5;91,48;;;;;;ITÁPOLIS;;;;1;0
5777;Itápolis;2013;15821120;7940957;0,025131;3;;12;;;;,,,;618;1168562,17;28844,13;996,85;46;40,64;1059139,51;309530,3;95814;;;;0,10159675;;;26986;1,5;10474;1554,98;40513;;37203;3310;87,96;91,83;;;;;;ITÁPOLIS;2013;ITÁPOLIS;816000;1;0
5778;Itápolis;2014;13961720;10792122;0,024153;3;;7;;;;,,,;669;1167131,67;28694,78;996,85;50;40,8;1059532,8;295522,71;107592;;;;0,09494461;;;28349;1,43;10647;1737,47;40674;;37487;3187;91,52;92,16;;;;;;ITÁPOLIS;;;;1;0
5779;Itápolis;2015;11107094;7113141;0,021484;3;;11;;;;,,,;704;;;996,75;47;40,97;;;;;;;0,09754263;;;29332;1,39;10443;2009,05;40837;;37765;3072;95,2;92,48;;;;;;ITÁPOLIS;;;;1;0
5780;Itápolis;2016;;;;;;;;;;,,,;;;;996,75;;41,11;;;;;;;;;;30216;1,36;;;40978;;38017;2961;98,75;92,77;;;;;;ITÁPOLIS;;;;1;0
5781;Itápolis;2017;;;;;;;;;;,,,;;;;996,75;;41,25;;;;;;;;;;;;;;41120;0,38;38263;2857;102,49;93,05;;;;;;ITÁPOLIS;;;;1;0
5782;Itápolis;2018;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ITÁPOLIS;;;;1;0
5783;Itápolis;2019;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ITÁPOLIS;;;;1;0
5784;Itápolis;2020;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ITÁPOLIS;;;;1;0
5785;Itápolis;2021;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ITÁPOLIS;;;;1;0
5786;Itaporanga;2000;;;;;;;0,593;561;3,55;,,,;;;;507,74;;28,27;;;;27058839;277364;157051;0,02251489;1260956;512361;;;805;404,16;14355;;9932;4423;35,98;69,19;165;;;;;ITAPORANGA;;;;1;0
5787;Itaporanga;2001;;;;;;1;;;;,,,;35;;;507,74;4;28,35;;;10008;27477016;286481;170033;0,022458;1306309;598975;;;930;482,71;14392;;9991;4401;37,9;69,42;,,,;;;;;ITAPORANGA;;;;1;0
5788;Itaporanga;2002;;;;2;;;;;;,,,;24;53191,8;3686,71;507,74;3;28,42;51332,08;2848,95;10181;26675911;272689;145817;0,02060554;1306868;562243;2275;6,34;987;435,75;14428;;10102;4326;39,67;70,02;,,,;;;;;ITAPORANGA;;;;1;0
5789;Itaporanga;2003;;;;1;;1;;;;,,,;29;59948,78;4141,83;507,74;2;28,51;57749,7;4830,23;10705;21168272;246730;127768;0,02022444;1114439;537135;2449;5,91;990;506,63;14474;;10214;4260;41,73;70,57;,,,;;;;;ITAPORANGA;;;;1;0
5790;Itaporanga;2004;;;;1;;;;;;,,,;45;62234,55;4291,45;507,74;4;28,56;59943,32;5399,28;11061;20205622;185833;194525;0,02041992;1204221;537247;2688;5,4;1028;528,62;14502;;10327;4175;43,78;71,21;,,,;;;;;ITAPORANGA;;;;1;0
5791;Itaporanga;2005;;;;1;;1;;;;,,,;23;65971,34;4544,11;507,74;9;28,59;63574,41;5781,42;11499;21660070;307775;259850;0,02137808;1387430;448886;2815;5,16;1121;599,06;14518;;10441;4077;46,05;71,92;,,,;;;;;ITAPORANGA;;;;1;0
5792;Itaporanga;2006;;;;1;;;;;;,,,;24;72910,46;5015,51;507,74;2;28,63;69923,65;5471,85;11967;25246122;347084;539584;0,0219794;1432812;465026;3069;4,74;1164;683,87;14537;;10556;3981;48,36;72,61;,,,;;;;;ITAPORANGA;;;;1;0
5793;Itaporanga;2007;;;;1;;;;;;,,,;40;83818,08;5763,07;507,74;4;28,64;80699,36;6216,3;12478;25097501;468409;432458;0,02266944;1676465;295130;3359;4,33;1191;754,17;14544;;10673;3871;50,79;73,38;,,,;;;;;ITAPORANGA;;;;1;0
5794;Itaporanga;2008;;;;1;;1;;;;,,,;24;91468,94;6286,09;507,74;5;28,66;87639,67;6072,77;12930;31653918;346781;415024;0,02233307;1673923;368146;3693;3,94;1390;816,8;14551;;10791;3760;53,42;74,16;,,,;;;;;ITAPORANGA;;;;1;0
5795;Itaporanga;2009;;;;;;;;;;,,,;59;104874,57;7207,38;507,74;1;28,66;101202,91;7598;13304;30377367;541882;444763;0,02242087;1875085;420681;4096;3,55;1488;902,38;14551;;10910;3641;56,15;74,98;,,,;;;;;ITAPORANGA;;;;1;0
5796;Itaporanga;2010;;;;;;6;0,719;476;7,09;,,,;40;107650,47;7400,18;507,71;6;28,65;106046,62;6209,9;14237;41351550;722437;950673;0,02297141;;;4509;3,23;1698;948,01;14547;;11031;3516;59,25;75,83;105;;;;;ITAPORANGA;;;;1;0
5797;Itaporanga;2011;;;;2;;2;;;;,,,;10;121952,1;8376,98;507,71;2;28,67;118165,35;8410,29;14749;37392290;726320;1561837;0,02338711;;;4894;2,97;1777;1039,64;14558;;11128;3430;61,78;76,44;;;;;;ITAPORANGA;;;;1;0
5798;Itaporanga;2012;;;;1;;2;;;;,,,;36;139873,68;9601,43;507,71;4;28,69;135622,06;9405,32;14262;;;;0,02289328;;;5416;2,69;1839;1188,83;14568;;11222;3346;64,56;77,03;;;;;;ITAPORANGA;;;;1;0
5799;Itaporanga;2013;;;;;;5;;;;,,,;57;154566,01;10601,96;507,71;8;28,72;149972,03;10268,43;15156;;;;0,02279776;;;5889;2,48;2067;1260,92;14579;;11315;3264;67,49;77,61;;;;;;ITAPORANGA;2013;ITAPORANGA;169216,03;1;0
5800;Itaporanga;2014;;;;2;;2;;;;,,,;53;171925,91;11784,63;507,71;4;28,73;166192,67;12690,49;16653;;;;0,0227361;;;6261;2,33;2154;1373,42;14589;;11406;3183;70,61;78,18;;;;;;ITAPORANGA;;;;1;0
5801;Itaporanga;2015;;;;3;;4;;;;,,,;48;;;507,71;3;28,76;;;;;;;0,02314626;;;6609;2,21;2085;1468,21;14600;;11497;3103;73,78;78,75;;;;;;ITAPORANGA;;;;1;0
5802;Itaporanga;2016;;;;;;;;;;,,,;;;;507,71;;28,79;;;;;;;;;;6970;2,1;;;14617;;11590;3027;76,62;79,29;;;;;;ITAPORANGA;;;;1;0
5803;Itaporanga;2017;;;;;;;;;;,,,;;;;507,71;;28,83;;;;;;;;;;;;;;14635;0,09;11683;2952;79,76;79,83;;;;;;ITAPORANGA;;;;1;0
5804;Itaporanga;2018;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ITAPORANGA;;;;1;0
5805;Itaporanga;2019;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ITAPORANGA;;;;1;0
5806;Itaporanga;2020;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ITAPORANGA;;;;1;0
5807;Itaporanga;2021;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ITAPORANGA;;;;1;0
5808;Itapuí;2000;;;;;;;0,616;476;4,13;,,,;;;;139,67;;74,16;;;;17771871;687726;83960;0,02235609;1144880;3559352;;;2451;399,6;10358;;9576;782;45,7;92,45;55;;;;;ITAPUÍ;;;;1;0
5809;Itapuí;2001;;;;1;;2;;;;,,,;70;;;139,67;8;75,4;;;21238;17389517;911539;103807;0,02027366;1459471;5481492;;;2518;452,03;10531;;9675;856;46,21;91,87;,,,;;;;;ITAPUÍ;;;;1;0
5810;Itapuí;2002;;;;1;1;;;;;,,,;87;87649,15;8187,68;139,67;11;76,64;79224,79;22227,18;22338;16773478;792758;314684;0,02008608;1446969;5782760;2311;4,63;2698;485;10705;;9873;832;46,88;92,23;,,,;;;;;ITAPUÍ;;;;1;0
5811;Itapuí;2003;792019;;0,00294;;1;3;;;;,,,;123;97509,88;8949,14;139,67;5;78,01;87828,31;28589,92;26518;14761500;885303;328988;0,02262192;1271882;4948432;2482;4,39;2331;631,74;10896;;10075;821;47,62;92,47;,,,;;;;;ITAPUÍ;;;;1;0
5812;Itapuí;2004;1652780;119873;0,004801;;1;2;;;;,,,;188;102112,09;9212,57;139,67;4;79,36;91918,55;33577,96;29771;;;;0,0223047;1324860;3621894;2700;4,11;2279;640,99;11084;;10282;802;48,2;92,76;,,,;;;;;ITAPUÍ;;;;1;0
5813;Itapuí;2005;1975905;111132;0,004773;1;;3;;;;,,,;176;128325,88;11397,63;139,67;9;80,61;116495,08;41145,83;34133;17554326;646560;487054;0,02402345;1584261;4325623;3020;3,73;2620;752,29;11259;;10493;766;48,91;93,2;,,,;;;;;ITAPUÍ;;;;1;0
5814;Itapuí;2006;1342482;19385;0,002667;1;;;;;;,,,;123;141755,58;12400,98;139,67;10;81,84;127142,43;39538,57;36584;;;;0,02501751;1943174;5286085;3266;3,5;2914;799,72;11431;;10708;723;49,71;93,68;,,,;;;;;ITAPUÍ;;;;1;0
5815;Itapuí;2007;1434713;19580;0,002552;1;;;;;;,,,;98;183464,24;15780,51;139,67;8;83,24;166512,22;57855,6;37935;20828017;782677;426562;0,02487458;2403999;5529327;3707;3,14;3246;858,51;11626;;10928;698;50,34;94;,,,;;;;;ITAPUÍ;;;;1;0
5816;Itapuí;2008;1220288;28894;0,001875;;1;3;;;;,,,;122;201899,19;17092,72;139,67;12;84,57;177240,8;70975,31;42340;;;;0,02786092;2598192;5053526;4102;2,88;3733;933,78;11812;;11152;660;51,16;94,41;,,,;;;;;ITAPUÍ;;;;1;0
5817;Itapuí;2009;913601;73268;0,001962;2;;;;;;,,,;146;224784,43;18775,85;139,67;24;85,72;196150,41;76163,91;43779;;;;0,02902607;3112786;9031375;4439;2,7;3940;1012,61;11972;;11381;591;51,89;95,06;,,,;;;;;ITAPUÍ;;;;1;0
5818;Itapuí;2010;866763;74775;0,001525;;;;0,725;430;6,61;,,,;87;298927,54;24588,92;140,8;11;86,34;255884,62;103547,48;44782;35149883;775068;823370;0,03077508;;;4611;2,64;4161;1094,95;12157;;11615;542;53;95,54;106;;;;;ITAPUÍ;;;;1;0
5819;Itapuí;2011;697671;83605;0,00107;;;4;;;;,,,;69;354713,5;28782,33;140,8;3;87,53;307442,97;119383,39;46271;35714627;986060;1030410;0,03501757;;;4877;2,53;4157;1167,06;12324;;11799;525;55,01;95,74;;;;;;ITAPUÍ;;;;1;0
5820;Itapuí;2012;991318;128472;0,001521;1;;4;;;;,,,;77;422143,04;33793,07;140,8;9;88,72;363981,26;142958;46248;;;;0,03811866;;;5113;2,44;4346;1277,86;12492;;11984;508;57,18;95,93;;;;;;ITAPUÍ;2012;ITAPUÍ;112120;1;0
5821;Itapuí;2013;604722;864643;0,000961;1;;6;;;;,,,;103;428874,63;33865,65;140,8;9;89,94;364773,46;139839,68;47093;;;;0,04133341;;;5511;2,3;4556;1359,03;12664;;12171;493;59,55;96,11;;;;;;ITAPUÍ;;;;1;0
5822;Itapuí;2014;518273;142688;0,000897;1;;2;;;;,,,;87;439636,1;34247,57;140,8;10;91,17;377794,86;149498,7;49979;;;;0,04255432;;;5865;2,19;4875;1576,19;12837;;12358;479;62,09;96,27;;;;;;ITAPUÍ;;;;1;0
