;mun;year;exp_value;imp_value;exp_share;homicid;latroc;estupro;idh;idh_rank;educ_pgraduate;life_exp;furtos;gdp;gdp_per;area;roubos;dem_dens;value_add;ind_value_ad;eletric;mun_revenue;iptu;iss;icms;ipva;icms.1;veic;veic_per;jobs;jobs_mrev;pop;pop_cresc;pop_urb;pop_rur;olding;urbing;migration;pri_year;pri_mun;pri_reais;pri_dolar;mun2;pub_year;pub_mun;pub_value;checkpub;checkpri
5610;Itaóca;2000;;;;;;;0,533;636;0,92;,,,;;;;182,5;;17,71;;;;10583033;12420;462908;0,0100764;46122;298843;;;214;697,71;3232;;2178;1054;36,3;67,39;142;;;;;ITAÓCA;;;;0;0
5611;Itaóca;2001;;;;;;;;;;,,,;6;;;182,5;;17,8;;;943;9731179;13196;314082;0,00951416;78229;238877;;;189;707,75;3249;;2114;1135;38,26;65,07;,,,;;;;;ITAÓCA;;;;0;0
5612;Itaóca;2002;;;;;;;;;;,,,;11;9753,88;2995,66;182,5;1;17,84;9518,2;437,42;1021;10037312;11960;236805;0,00907571;43895;139099;188;17,32;197;804,59;3256;;2071;1185;40,51;63,61;,,,;;;;;ITAÓCA;;;;0;0
5613;Itaóca;2003;;;;;;;;;;,,,;16;10782,28;3314,57;182,5;;17,82;10523,51;440,3;1063;7568260;10446;152973;0,0086907;43677;82016;199;16,35;189;752,47;3253;;2029;1224;42,51;62,37;,,,;;;;;ITAÓCA;;;;0;0
5614;Itaóca;2004;;;;;;2;;;;,,,;10;11782,35;3618,66;182,5;;17,84;11580,6;484,13;1149;7541069;9938;46580;0,00743147;51134;31516;219;14,87;181;784;3256;;1988;1268;44,55;61,06;,,,;;;;;ITAÓCA;;;;0;0
5615;Itaóca;2005;;;;;;;;;;,,,;13;12918,05;3951,68;182,5;;17,91;12703,17;449,84;1219;8067835;16891;143347;0,00680769;65124;20587;236;13,85;204;873,19;3269;;1948;1321;46,63;59,59;,,,;;;;;ITAÓCA;;;;0;0
5616;Itaóca;2006;;;;;;;;;;,,,;16;15858,29;4840,75;182,5;;17,95;15364,98;1603,83;1310;9417651;18147;289180;0,00698306;73990;22320;272;12,04;191;855,39;3276;;1909;1367;49,1;58,27;,,,;;;;;ITAÓCA;;;;0;0
5617;Itaóca;2007;;;;;;;;;;,,,;16;19981,39;6116,13;182,5;;17,9;19349,79;2447,19;1406;10486005;16544;299490;0,00719209;87720;26020;311;10,5;215;913,43;3267;;1871;1396;51,3;57,27;,,,;;;;;ITAÓCA;;;;0;0
5618;Itaóca;2008;;;;;;1;;;;,,,;17;18791;5780,07;182,5;;17,81;18105,26;2174,23;1485;11548248;19298;290405;0,00753954;91164;29430;344;9,45;225;994,59;3251;;1833;1418;53,85;56,38;,,,;;;;;ITAÓCA;;;;0;0
5619;Itaóca;2009;;;;1;;1;;;;,,,;14;21009,28;6486,35;182,5;;17,75;20311,34;2213,9;1624;11363991;19743;381226;0,00790087;115678;34502;411;7,88;236;1098,85;3239;;1796;1443;56,27;55,45;,,,;;;;;ITAÓCA;;;;0;0
5620;Itaóca;2010;;;;1;;1;0,68;621;3,85;,,,;12;18787,7;5820,23;183,02;;17,64;18122,55;1204,62;1823;12956475;21077;465678;0,00710487;;;445;7,25;240;1112,86;3228;;1760;1468;59,36;54,52;26;;;;;ITAÓCA;;;;0;0
5621;Itaóca;2011;;;;1;;;;;;,,,;17;24562,52;7630,48;183,02;;17,59;23578,39;4127,08;1911;12393033;22089;801991;0,00696389;;;519;6,2;305;1405,1;3219;;1755;1464;62,75;54,52;;;;;;ITAÓCA;;;;0;0
5622;Itaóca;2012;;;;;;;;;;,,,;15;25739,2;8015,94;183,02;;17,54;24642,19;4424,18;1861;;;;0,00685553;;;567;5,66;300;1597,01;3211;;1751;1460;67,98;54,53;;;;;;ITAÓCA;;;;0;0
5623;Itaóca;2013;;;;;;;;;;,,,;10;30390,63;9488,18;183,02;1;17,5;29355,31;4915,85;2151;;;;0,00675838;;;655;4,89;329;1701,57;3203;;1746;1457;72,26;54,51;;;;;;ITAÓCA;;;;0;0
5624;Itaóca;2014;;;;;;2;;;;,,,;11;32262,05;10097,67;183,02;;17,46;30924,96;5017,41;2241;;;;0,00653379;;;749;4,27;321;1856,6;3195;;1742;1453;76,65;54,52;;;;;;ITAÓCA;;;;0;0
5625;Itaóca;2015;;;;;;1;;;;,,,;8;;;183,02;1;17,41;;;;;;;0,00642441;;;796;4;305;2005,87;3186;;1737;1449;81,65;54,52;;;;;;ITAÓCA;;;;0;0
5626;Itaóca;2016;;;;;;;;;;,,,;;;;183,02;;17,41;;;;;;;;;;871;3,66;;;3186;;1737;1449;84,75;54,52;;;;;;ITAÓCA;;;;0;0
5627;Itaóca;2017;;;;;;;;;;,,,;;;;183,02;;17,41;;;;;;;;;;;;;;3186;0,19;1737;1449;88,24;54,52;;;;;;ITAÓCA;;;;0;0
5628;Itaóca;2018;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ITAÓCA;;;;0;0
5629;Itaóca;2019;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ITAÓCA;;;;0;0
5630;Itaóca;2020;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ITAÓCA;;;;0;0
5631;Itaóca;2021;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ITAÓCA;;;;0;0
5632;Itapecerica da Serra;2000;;;;;;;0,64;350;3,29;,,,;;;;151,46;;852,91;;;;186611739;11320264;9199206;0,28443766;9942648;209710913;;;13547;1075,7;129180;;127827;1353;14,74;98,95;3080;;;;;ITAPECERICA DA SERRA;;;;1;1
5633;Itapecerica da Serra;2001;;;;104;1;14;;;;,,,;1053;;;151,46;977;873;;;132611;196846814;12463494;10589802;0,28281247;10827156;178283367;;;15125;1029,51;132225;;129496;2729;15,7;97,94;,,,;;;;;ITAPECERICA DA SERRA;;;;1;1
5634;Itapecerica da Serra;2002;;;;64;4;10;;;;,,,;917;795905,51;5892,45;151,46;810;891,8;666975,73;204585,46;128595;200095055;12269350;12057817;0,2848908;11025215;165818044;20093;6,72;14100;1351,71;135072;;131739;3333;16,7;97,53;,,,;;;;;ITAPECERICA DA SERRA;;;;1;1
5635;Itapecerica da Serra;2003;17488852;;0,064925;87;2;12;;;;,,,;1078;1058257,63;7690,16;151,46;862;908,57;871798,83;252305,37;130777;193495449;11178711;26727228;0,26938021;9878707;350741639;21635;6,36;12764;1332,2;137612;;134021;3591;17,79;97,39;,,,;;;;;ITAPECERICA DA SERRA;;;;1;1
5636;Itapecerica da Serra;2004;19738792;66820774;0,057335;69;3;16;;;;,,,;1139;1204650,95;8612,59;151,46;690;923,48;988894,44;279741,72;120892;207546367;11170171;28638977;0,22540627;10334729;431857103;23146;6,04;16614;1587,36;139871;;136343;3528;18,93;97,48;,,,;;;;;ITAPECERICA DA SERRA;;;;1;1
5637;Itapecerica da Serra;2005;17850069;68469820;0,043118;44;1;21;;;;,,,;1047;1300785,73;9151,44;151,46;661;938,47;1089781,74;301782,54;146763;227160758;10898557;26059845;0,24819359;11976566;565316509;25219;5,64;18939;1474,97;142140;;138705;3435;20,15;97,58;,,,;;;;;ITAPECERICA DA SERRA;;;;1;1
5638;Itapecerica da Serra;2006;30792436;85550289;0,061183;46;2;8;;;;,,,;1015;1387932,85;9615,45;151,46;691;953,02;1228052,62;329703,79;159836;250075553;10912611;14992148;0,31043962;15257989;603100694;27572;5,24;18874;1912,91;144344;;141108;3236;21,44;97,76;,,,;;;;;ITAPECERICA DA SERRA;;;;1;1
5639;Itapecerica da Serra;2007;44396497;116326345;0,078981;41;1;16;;;;,,,;1126;1488513,26;10162,58;151,46;787;967,05;1323104,34;385683,73;174612;255450689;11520351;11348283;0,32117423;17802483;646709879;30938;4,73;18220;1783,29;146470;;143553;2917;22,82;98,01;,,,;;;;;ITAPECERICA DA SERRA;2007;ITAPECERICA DA SERRA;112299977,4;1;1
5640;Itapecerica da Serra;2008;54742965;144803269;0,08413;35;4;17;;;;,,,;1210;1871857,53;12601,62;151,46;831;980,73;1638992,42;433411,76;184355;312446958;10979416;18483518;0,30691107;19149198;225549478;34895;4,26;18912;2004,66;148541;;146040;2501;24,28;98,32;,,,;;;;;ITAPECERICA DA SERRA;2008;ITAPECERICA DA SERRA;742450,15;1;1
5641;Itapecerica da Serra;2009;55057067;157603855;0,118234;24;;25;;;;,,,;1007;2088163,83;13874,84;151,46;885;993,66;1837034,25;490797,97;188508;307651594;11686827;24567368;0,30503626;22764873;175832052;39218;3,84;20986;2092,42;150500;;148570;1930;25,84;98,72;,,,;;;;;ITAPECERICA DA SERRA;;;;1;1
5642;Itapecerica da Serra;2010;67954162;215387263;0,119595;29;2;35;0,742;290;6,19;,,,;1014;2366613,14;15528,24;150,87;942;1010,19;2077466,32;600041,92;196750;349470742;14693767;22101633;0,3453123;;;46214;3,3;23532;2209,49;152407;;151144;1263;27,48;99,17;36;;;;;ITAPECERICA DA SERRA;2010;ITAPECERICA DA SERRA;2801686,93;1;1
5643;Itapecerica da Serra;2011;23120043;239400769;0,035466;19;3;42;;;;,,,;1020;2598925,93;16860,81;150,87;1268;1021,67;2277742,32;635133,55;211128;390274624;16836480;16095046;0,38120851;;;53532;2,88;22121;2093,59;154140;;152862;1278;29,27;99,17;;2011;Itapecerica da Serra;6;2,96;ITAPECERICA DA SERRA;;;;1;1
5644;Itapecerica da Serra;2012;22979469;230544540;0,035251;26;2;46;;;;,,,;1204;2635127,43;16903,44;150,87;1410;1033,29;2331446,69;651233,64;218851;;;;0,38108147;;;60433;2,58;22751;2222,31;155893;;154601;1292;31,16;99,17;;;;;;ITAPECERICA DA SERRA;2012;ITAPECERICA DA SERRA;339900;1;1
5645;Itapecerica da Serra;2013;22742930;250913935;0,036127;29;1;40;;;;,,,;1171;2772349,81;17583,69;150,87;1534;1045,05;2451250,83;660070,65;231001;;;;0,37431873;;;66013;2,39;23215;2062,34;157666;;156359;1307;33,17;99,17;;;;;;ITAPECERICA DA SERRA;2013;ITAPECERICA DA SERRA;67223207,73;1;1
5646;Itapecerica da Serra;2014;17626255;197903160;0,030493;23;3;34;;;;,,,;1009;2943707,31;18460,82;150,87;1491;1056,92;2626786,18;693213,42;238764;;;;0,35599754;;;69296;2,3;23331;2213,85;159457;;158135;1322;35,29;99,17;;2014;Itapecerica da Serra;0,05;0,02;ITAPECERICA DA SERRA;2014;ITAPECERICA DA SERRA;3840163,27;1;1
5647;Itapecerica da Serra;2015;16680911;142120765;0,032265;21;4;27;;;;,,,;1285;;;150,74;1420;1069,86;;;;;;;0,28886199;;;71458;2,26;23719;2237,45;161271;;159934;1337;37,55;99,17;;;;;;ITAPECERICA DA SERRA;;;;1;1
5648;Itapecerica da Serra;2016;;;;;;;;;;,,,;;;;150,74;;1080,72;;;;;;;;;;73246;2,22;;;162907;;161557;1350;39,46;99,17;;;;;;ITAPECERICA DA SERRA;;;;1;1
5649;Itapecerica da Serra;2017;;;;;;;;;;,,,;;;;150,74;;1091,67;;;;;;;;;;;;;;164559;1,1;163195;1364;41,45;99,17;;;;;;ITAPECERICA DA SERRA;;;;1;1
5650;Itapecerica da Serra;2018;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ITAPECERICA DA SERRA;;;;1;1
5651;Itapecerica da Serra;2019;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ITAPECERICA DA SERRA;;;;1;1
5652;Itapecerica da Serra;2020;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ITAPECERICA DA SERRA;;;;1;1
5653;Itapecerica da Serra;2021;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ITAPECERICA DA SERRA;;;;1;1
5654;Itapetininga;2000;;;;;;;0,662;230;10,8;,,,;;;;1792,08;;69,93;;;;156897850;7749024;8499515;0,23338051;18951235;160651609;;;21824;479,16;125314;;111918;13396;32,51;89,31;960;;;;;ITAPETININGA;;;;1;1
5655;Itapetininga;2001;;;;15;;15;;;;,,,;1863;;;1792,08;250;71,17;;;243109;163226286;7437449;9064636;0,2457578;21076777;171711926;;;22351;487,81;127547;;113321;14226;33,79;88,85;,,,;;;;;ITAPETININGA;;;;1;1
5656;Itapetininga;2002;;;;9;;22;;;;,,,;2355;1102900,27;8510,56;1792,08;251;72,31;983370,19;300109,33;259760;176435223;7315693;9598269;0,24306713;21150471;115536576;36396;3,56;23184;567,31;129592;;115151;14441;35,11;88,86;,,,;;;;;ITAPETININGA;;;;1;1
5657;Itapetininga;2003;28721129;;0,106623;18;1;16;;;;,,,;2842;1374607,93;10449,95;1792,08;270;73,4;1239772,89;372368,66;278603;172453248;6947815;9413969;0,23831428;18240391;73212324;38569;3,41;23255;667,61;131542;;117011;14531;36,5;88,95;,,,;;;;;ITAPETININGA;;;;1;1
5658;Itapetininga;2004;37540519;31603454;0,109043;17;4;9;;;;,,,;2497;1558059,53;11674,62;1792,08;370;74,47;1402913,27;445437,01;289489;176822731;7580370;10246076;0,24520284;19037809;82880210;41014;3,25;25835;718,01;133457;;118901;14556;37,93;89,09;,,,;;;;;ITAPETININGA;;;;1;1
5659;Itapetininga;2005;36853686;29893499;0,089022;16;;8;;;;,,,;2472;1733185,06;12798,4;1792,08;375;75,57;1572877,15;484378,79;319402;179081603;7901668;12193757;0,24920401;20632163;77952037;43416;3,12;27224;749,01;135422;;120821;14601;39,42;89,22;,,,;;;;;ITAPETININGA;;;;1;1
5660;Itapetininga;2006;78303261;33358589;0,155584;7;2;12;;;;,,,;2344;1838501,58;13390,89;1792,08;296;76,61;1657685,5;491505,45;337210;205521414;8569472;13699060;0,26363601;23579913;81089699;46171;2,97;27964;846,24;137295;;122772;14523;40,97;89,42;,,,;;;;;ITAPETININGA;;;;1;1
5661;Itapetininga;2007;103378603;42203888;0,18391;8;3;7;;;;,,,;2108;2114502,7;15206,23;1792,08;261;77,59;1914344,37;571701,76;357449;261116119;8576713;14470765;0,27832235;25939162;77278765;49653;2,8;27943;932,06;139055;;124755;14300;42,58;89,72;,,,;;;;;ITAPETININGA;;;;1;1
5662;Itapetininga;2008;110832353;88190699;0,170328;12;3;7;;;;,,,;1975;2228852,51;15827;1792,08;222;78,58;1987668,88;657503,83;372722;275947291;8362271;15853308;0,2697708;26980344;51128217;53547;2,63;29368;1021,95;140826;;126770;14056;44,25;90,02;,,,;;;;;ITAPETININGA;;;;1;1
5663;Itapetininga;2009;134745848;5984270;0,289363;13;;23;;;;,,,;2279;2370864,56;16635,43;1792,08;347;79,53;2145063,68;598408,63;364681;302820840;8785211;18303635;0,27124836;30977334;46748733;57721;2,47;30530;1067,34;142519;;128817;13702;45,99;90,39;,,,;;;;;ITAPETININGA;;;;1;1
5664;Itapetininga;2010;165800923;11453265;0,291799;11;1;54;0,763;145;13,25;,,,;1916;2574006,51;17849,14;1790,21;262;80,55;2324820,06;702529,62;369015;330549771;8848612;19487665;0,27751457;;;62764;2,3;32961;1170,59;144209;;130898;13311;47,81;90,77;501;;;;;ITAPETININGA;2010;ITAPETININGA;2163663,54;1;1
5665;Itapetininga;2011;177527181;15441143;0,272328;11;2;64;;;;,,,;1776;2976883,64;20417,86;1790,21;264;81,44;2690418,09;782772,87;389470;358241522;8865778;20593352;0,26554335;;;68528;2,13;35607;1286,71;145798;;132536;13262;50,06;90,9;;;;;;ITAPETININGA;2011;ITAPETININGA;1844321,51;1;1
5666;Itapetininga;2012;182891733;92153246;0,280556;10;;63;;;;,,,;1684;3124119,96;21194,41;1790,21;201;82,34;2777610,9;813779,06;393624;;;;0,25580959;;;74052;1,99;34302;1442,24;147403;;134190;13213;52,4;91,04;;2012;Itapetininga;125;61,61;ITAPETININGA;2012;ITAPETININGA;336470;1;1
5667;Itapetininga;2013;95616688;44234508;0,151884;5;;67;;;;,,,;1910;3566469,73;23931,7;1790,21;242;83,25;3210678,43;932052,12;430093;;;;0,25456276;;;79138;1,88;35682;1557,18;149027;;135863;13164;54,86;91,17;;2013;Itapetininga;90;24,3;ITAPETININGA;2013;ITAPETININGA;7140214,49;1;1
5668;Itapetininga;2014;110733747;62879386;0,191564;8;;48;;;;,,,;1715;3935738,41;26121,93;1790,21;245;84,16;3519195,13;1045410,02;509925;;;;0,2696087;;;84453;1,78;36192;1713,75;150668;;137552;13116;57,43;91,29;;2014;Itapetininga;150;49;ITAPETININGA;2014;ITAPETININGA;6663709,74;1;1
5669;Itapetininga;2015;84434096;62771977;0,163317;13;1;38;;;;,,,;1900;;;1790,19;230;85,09;;;;;;;0,27953362;;;88377;1,72;36266;1804,2;152329;;139261;13068;60,12;91,42;;;;;;ITAPETININGA;;;;1;1
5670;Itapetininga;2016;;;;;;;;;;,,,;;;;1790,19;;85,95;;;;;;;;;;91807;1,68;;;153861;;140853;13008;62,68;91,55;;;;;;ITAPETININGA;;;;1;1
5671;Itapetininga;2017;;;;;;;;;;,,,;;;;1790,19;;86,81;;;;;;;;;;;;;;155410;1,07;142462;12948;65,35;91,67;;;;;;ITAPETININGA;;;;1;1
5672;Itapetininga;2018;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ITAPETININGA;;;;1;1
5673;Itapetininga;2019;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ITAPETININGA;;;;1;1
5674;Itapetininga;2020;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ITAPETININGA;;;;1;1
5675;Itapetininga;2021;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ITAPETININGA;;;;1;1
5676;Itapeva;2000;;;;;;;0,619;461;5,81;,,,;;;;1826,75;;45,31;;;;136596798;4360919;2779571;0,12793817;10955876;55074263;;;9932;539,62;82773;;60886;21887;25,43;73,56;131;;;;;ITAPEVA;;;;1;0
5677;Itapeva;2001;;;;3;;22;;;;,,,;1060;;;1826,75;78;45,79;;;267657;147921855;6138661;3075103;0,12683665;11804925;50293126;;;11153;591,84;83638;;62050;21588;26,64;74,19;,,,;;;;;ITAPEVA;;;;1;0
5678;Itapeva;2002;;;;2;;19;;;;,,,;967;561452,33;6655,04;1826,75;121;46,18;518398,27;91685,4;285177;152552685;5903086;3195817;0,1287836;11935082;49468986;19777;4,27;9715;554,28;84365;;63269;21096;27,91;74,99;,,,;;;;;ITAPEVA;;;;1;0
5679;Itapeva;2003;8016471;;0,02976;6;1;8;;;;,,,;1280;665491,17;7834,28;1826,75;90;46,5;610254,31;105766,57;308006;150155470;5853030;3717775;0,13344631;10436083;47443336;21033;4,04;13092;643,16;84946;;64512;20434;29,23;75,94;,,,;;;;;ITAPEVA;;;;1;0
5680;Itapeva;2004;7426750;181802;0,021572;7;;16;;;;,,,;1283;762528,86;8921,18;1826,75;130;46,79;692149,71;140355,57;326844;158337615;5866492;5913562;0,13463076;11411277;68190671;22520;3,8;14367;701,13;85474;;65779;19695;30,6;76,96;,,,;;;;;ITAPEVA;;;;1;0
5681;Itapeva;2005;6219973;62616;0,015025;8;1;20;;;;,,,;1164;806393,1;9370,89;1826,75;131;47,11;741010,34;126858,76;292926;;;;0,14265837;12924795;47203643;24189;3,56;14278;748,27;86053;;67071;18982;32,06;77,94;,,,;;;;;ITAPEVA;;;;1;0
5682;Itapeva;2006;6201266;169563;0,012322;5;;15;;;;,,,;1694;844883,04;9756,27;1826,75;146;47,41;770981,5;112891,47;299268;185226478;6672571;7029041;0,15834217;14955304;30793164;25999;3,33;14478;821,83;86599;;68388;18211;33,57;78,97;,,,;;;;;ITAPEVA;;;;1;0
5683;Itapeva;2007;15843783;;0,028186;4;;14;;;;,,,;1451;1005983,87;11567,55;1826,75;139;47,61;917403,09;134129,49;353133;196873609;6502414;7811128;0,1511925;16942833;41207164;28342;3,07;15100;916,29;86966;;69731;17235;35,16;80,18;,,,;;;;;ITAPEVA;;;;1;0
5684;Itapeva;2008;13278010;25863;0,020406;6;;8;;;;,,,;1456;1097289,33;12575,52;1826,75;132;47,77;983535,05;152332,87;364763;210449590;5851015;8078882;0,13473988;17335738;54967256;30987;2,82;15522;970,95;87256;;71101;16155;36,82;81,49;,,,;;;;;ITAPEVA;;;;1;0
5685;Itapeva;2009;8415549;25121;0,018072;7;1;16;;;;,,,;1169;1272996,44;14550,03;1826,75;158;47,89;1191146,67;124193,2;256996;221811025;6594437;7702745;0,13674361;19659526;38458545;33652;2,6;16524;1044,45;87491;;72497;14994;38,53;82,86;,,,;;;;;ITAPEVA;;;;1;0
5686;Itapeva;2010;12398189;502248;0,02182;4;;38;0,732;370;10,56;,,,;1111;1175016,56;13396,46;1826,26;237;48,03;1094900,91;166758,58;381002;238208742;6523591;10080562;0,14773002;;;37299;2,35;18016;1132,3;87711;;73921;13790;40,34;84,28;586;;;;;ITAPEVA;;;;1;0
5687;Itapeva;2011;14509686;827339;0,022258;10;;33;;;;,,,;1190;1328120,05;15078,39;1826,26;179;48,23;1218387,04;179637,05;358905;249510979;6599262;9857909;0,14216641;;;41128;2,14;18771;1233,14;88081;;74968;13113;42,43;85,11;;;;;;ITAPEVA;;;;1;0
5688;Itapeva;2012;9056005;2473973;0,013892;5;1;36;;;;,,,;1193;1498082,78;16936,87;1826,26;228;48,43;1387461,64;183350,48;349315;;;;0,12962751;;;44810;1,97;19618;1379,84;88451;;75987;12464;44,61;85,91;;;;;;ITAPEVA;2012;ITAPEVA;358244;1;0
5689;Itapeva;2013;12902641;1308037;0,020495;2;;43;;;;,,,;1091;1768100,01;19905,88;1826,26;162;48,64;1650666,46;203224,02;354086;;;;0,13432102;;;48650;1,83;19846;1498,47;88823;;76978;11845;46,89;86,66;;;;;;ITAPEVA;2013;ITAPEVA;5786899,01;1;0
5690;Itapeva;2014;23398913;736866;0,040479;4;1;44;;;;,,,;1231;1995532,08;22372,44;1826,26;128;48,84;1867965,69;222003,01;362633;;;;0,13577385;;;52103;1,71;20711;1650,48;89196;;77942;11254;49,27;87,38;;;;;;ITAPEVA;2014;ITAPEVA;4118469,14;1;0
5691;Itapeva;2015;33700304;1378301;0,065185;2;2;41;;;;,,,;1131;;;1826,26;117;49,05;;;;;;;0,13520075;;;54634;1,64;20502;1773,34;89572;;78882;10690;51,77;88,07;;;;;;ITAPEVA;;;;1;0
5692;Itapeva;2016;;;;;;;;;;,,,;;;;1826,26;;49,28;;;;;;;;;;56619;1,59;;;89992;;79833;10159;53,96;88,71;;;;;;ITAPEVA;;;;1;0
5693;Itapeva;2017;;;;;;;;;;,,,;;;;1826,26;;49,51;;;;;;;;;;;;;;90414;0,43;80761;9653;56,21;89,32;;;;;;ITAPEVA;;;;1;0
5694;Itapeva;2018;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ITAPEVA;;;;1;0
5695;Itapeva;2019;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ITAPEVA;;;;1;0
5696;Itapeva;2020;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ITAPEVA;;;;1;0
5697;Itapeva;2021;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ITAPEVA;;;;1;0
5698;Itapevi;2000;;;;;;;0,61;503;2,43;,,,;;;;91,35;;1771,26;;;;212586509;10753179;12693159;0,18715591;9016508;272262917;;;13943;818,08;161810;;161810;;12,93;100;3401;;;;;ITAPEVI;;;;1;1
5699;Itapevi;2001;;;;114;5;16;;;;,,,;1463;;;91,35;1078;1814,47;;;190595;;;;0,23384512;10660628;263182238;;;14965;896,28;165752;;165752;;13,71;100;,,,;;;;;ITAPEVI;;;;1;1
5700;Itapevi;2002;;;;114;3;21;;;;,,,;1397;1062832,69;6264,26;91,35;800;1857,32;890701,88;292297,07;195808;249353356;10897439;14443517;0,28004827;11198153;284608904;23569;7,2;15253;959,8;169666;;169666;;14,55;100;,,,;;;;;ITAPEVI;;;;1;1
5701;Itapevi;2003;27434676;;0,101847;86;3;19;;;;,,,;1735;1327481,75;7649,25;91,35;911;1899,77;1101028,16;358688,21;180110;241177789;8783472;19988061;0,25695936;10154890;285391471;25589;6,78;15388;990,48;173544;;173544;;15,42;100;,,,;;;;;ITAPEVI;;;;1;1
5702;Itapevi;2004;56995537;170112626;0,165554;70;;19;;;;,,,;1924;1577448,54;8891,94;91,35;799;1942;1272392,19;422739,93;213971;;;;0,23999382;10949188;353689673;27973;6,34;17606;1067,78;177402;;177402;;16,36;100;,,,;;;;;ITAPEVI;;;;1;1
5703;Itapevi;2005;44614238;156281379;0,107768;57;3;27;;;;,,,;1480;1802101,04;9940,98;91,35;718;1984,46;1475285,15;463119,99;243148;246632336;8824041;17455724;0,25320167;12566123;297210702;31104;5,83;17195;1261,39;181280;;181280;;17,34;100;,,,;;;;;ITAPEVI;;;;1;1
5704;Itapevi;2006;49559597;150247578;0,098472;69;1;24;;;;,,,;1437;2012068,87;10867,59;91,35;636;2026,75;1646793,63;546926,74;255451;276620159;10027170;21169856;0,2619984;15248064;284307249;34462;5,37;16825;1382,01;185144;;185144;;18,39;100;,,,;;;;;ITAPEVI;;;;1;1
5705;Itapevi;2007;83131068;403413955;0,14789;53;1;39;;;;,,,;1487;2049740,52;10847,25;91,35;651;2068,57;1673896,17;562135,16;285573;349971794;17011507;22192909;0,27423111;18704927;293794074;39172;4,82;18417;1496,55;188964;;188964;;19,5;100;,,,;;;;;ITAPEVI;;;;1;1
5706;Itapevi;2008;159717286;511739031;0,245455;27;3;33;;;;,,,;1285;2795195,1;14501,28;91,35;740;2110,07;2282688,92;637626,07;308185;383070648;13738677;32586267;0,28148583;20476484;382592935;44304;4,35;21029;1566,43;192755;;192755;;20,67;100;,,,;;;;;ITAPEVI;;;;1;1
5707;Itapevi;2009;167523980;535372052;0,359753;33;;54;;;;,,,;1493;3637071,88;18505,13;91,35;995;2151,55;3022450,1;739456,12;339203;375891283;15242689;34614561;0,27706454;24348066;696279508;48793;4,03;24002;1909,2;196544;;196544;;21,91;100;,,,;;;;;ITAPEVI;;;;1;1
5708;Itapevi;2010;176601135;673006539;0,310806;27;1;60;0,735;345;4,76;,,,;1059;5220158,21;26046,74;82,66;814;2424,57;4353794,62;1012369,4;377634;435501070;16889425;45815210;0,31267939;;;54621;3,67;27626;1887,96;200415;;200415;;23,22;100;1004;2010;Itapevi;0;0;ITAPEVI;2010;ITAPEVI;134676630,9;1;1
5709;Itapevi;2011;188490771;630639464;0,289146;37;2;80;;;;,,,;939;5916311,8;29005,23;82,66;794;2467,63;4890674,93;1356481,81;402008;482934872;16772124;46596015;0,38826273;;;61905;3,29;31699;1959,94;203974;;203974;;24,78;100;;2011;Itapevi;10;5,39;ITAPEVI;2011;ITAPEVI;1907914,2;1;1
5710;Itapevi;2012;182838722;766969787;0,280475;44;2;95;;;;,,,;896;7088168,77;34144,05;82,66;926;2511,44;5889280,69;1539695,15;419432;;;;0,4830515;;;69741;2,98;36897;2463,59;207596;;207596;;26,46;100;;2012;Itapevi;20;10,07;ITAPEVI;2012;ITAPEVI;2600000;1;1
5711;Itapevi;2013;169224436;841283731;0,268808;34;;88;;;;,,,;1415;7852450;37165,73;82,66;922;2556,04;6488799,02;1545640,81;430314;;;;0,57396575;;;76767;2,75;37747;2692,46;211282;;211282;;28,24;100;;2013;Itapevi;0;0;ITAPEVI;2013;ITAPEVI;5925340,88;1;1
5712;Itapevi;2014;136222816;942772981;0,235659;43;3;81;;;;,,,;1304;8867669,26;41238,45;82,66;1175;2601,43;7361247,98;1812993,05;454616;;;;0,63824441;;;82675;2,6;38818;2901,82;215034;;215034;;30,13;100;;2014;Itapevi;6;1,91;ITAPEVI;;;;1;1
